Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0872-JCPIB,Male,0.029271555040876,No,-0.48683490444316896,Pinecrest,1.0114689972205597,0.8212299285081136,0.00044315392070034165,-0.6504085499394767,-0.6269994788350788,Offer D,Yes,1.6325061170910777,Yes,Yes,DSL,-1.222469662055535,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.06902867319497599,-0.515953454319722,-0.24831296685183657,-0.2733003739486541,0.06797866995141316,-0.3897133043122013,Stayed,Competitor,Competitor had better devices
0872-NXJYS,Female,-0.3886597901865286,No,-0.48683490444316896,West Hollywood,-1.8404636924748106,-0.8521198681908624,0.6385556631342618,-0.6504085499394767,-0.9529936158621222,Offer B,Yes,1.4813308711146376,No,Yes,Fiber Optic,-0.1840318513537947,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5113005338981264,-0.6870875254882949,-0.24831296685183657,-0.2733003739486541,-0.4020898692674145,-0.6639749765952593,Churned,Competitor,Competitor offered more data
0875-CABNR,Female,1.4024745465023483,No,-0.48683490444316896,San Luis Obispo,-0.045819741187752235,-0.3903629345104008,-0.4037365150865542,-0.6504085499394767,-0.9122443487337418,Offer B,Yes,-0.6351225725555172,No,Yes,Fiber Optic,0.21980507503021546,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.6731463959670327,-0.624357488828644,-0.24831296685183657,-0.2733003739486541,-0.6858012031576805,-0.6981948584302101,Churned,Attitude,Attitude of support person
0876-WDUUZ,Female,0.9248387233853144,No,-0.48683490444316896,Pine Grove,1.1735901945006932,0.8922759066117075,-0.4106214391094125,-0.6504085499394767,-1.115990684375644,Offer E,Yes,1.340530396920895,No,Yes,Fiber Optic,-0.5301777882543749,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.6987853444135925,-0.8183726883883735,-0.24831296685183657,-0.2733003739486541,-0.6278635665894737,-0.8345298833662752,Churned,Price,Long distance charges
0883-EIBTI,Female,-1.4036359143102255,No,-0.48683490444316896,Clarksburg,1.1450439371722976,0.8859504469688112,-0.8457693404023364,-0.6504085499394767,-1.2382384857607853,Offer B,Yes,0.19263600467822334,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,-1.413223033871742,-0.9923972396140742,-0.24831296685183657,-0.2733003739486541,-0.8186384428816461,-1.0285472590983824,Churned,Dissatisfaction,Limited range of services
0886-QGENL,Female,1.5218835022816066,Yes,-0.48683490444316896,San Diego,-0.7443951327901877,-1.399878911275805,1.2204932825453498,-0.31718476167849363,-0.21950680755127444,Offer B,Yes,1.511714131335393,No,Yes,Fiber Optic,-0.760941746188095,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2067570105110514,0.20920400428718258,-0.24831296685183657,-0.2733003739486541,0.5764714969900935,0.33410491025747496,Churned,Attitude,Attitude of service provider
0887-HJGAR,Male,0.6263163339371682,No,-0.48683490444316896,Coalinga,-0.14869398929574387,-0.004288732041384702,-0.292957103467673,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,-1.4725148664446193,No,Yes,DSL,-0.760941746188095,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-0.57354747224692,-0.9861529201013479,-0.24831296685183657,-0.2733003739486541,-0.8782770008903873,-1.0412313727854705,Churned,Competitor,Competitor offered higher download speeds
0895-UADGO,Male,-0.030432922848753225,No,-0.48683490444316896,River Pines,1.1789762807890698,0.9512169899939699,-0.4579928914730051,-0.6504085499394767,-0.9937428829905026,Offer B,No,2.6327566876300373e-16,No,Yes,Cable,-1.2801606515389652,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,-0.6104034606388494,-0.8547574335349667,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,-0.9392418840852192,Stayed,Competitor,Competitor had better devices
0897-FEGMU,Female,-0.2095463565176409,Yes,-0.48683490444316896,Los Angeles,-1.8517744736804014,-0.8605597553014793,0.6424507142046388,-0.31718476167849363,-0.8714950816053614,Offer D,Yes,0.4193988736428827,Yes,Yes,Fiber Optic,-0.01095888290350465,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1506718107842027,-0.5398936899073833,-0.24831296685183657,-0.2733003739486541,-0.4810055369355467,-0.5708720463560223,Churned,Dissatisfaction,Network reliability
0902-RFHOF,Male,-0.508068745965787,No,-0.48683490444316896,Loomis,1.1655110650681284,1.057910513939845,-0.6566910931979775,-0.6504085499394767,0.2287351308609103,Offer B,Yes,-0.23643491404902447,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,-1.3939938225368222,-0.6841308512313856,-0.24831296685183657,-0.2733003739486541,0.11297040444444051,-0.5094375155342178,Stayed,Competitor,Competitor had better devices
0916-KNFAJ,Male,-0.5677732238554163,Yes,-0.48683490444316896,San Jose,0.887050403959062,0.4757085815813958,-0.9765086258116017,-0.31718476167849363,1.1659682748136602,Offer B,Yes,-1.5362456073954713,Yes,Yes,Cable,-1.2801606515389652,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.20203071826150332,0.8589000751431176,-0.24831296685183657,-0.2733003739486541,-0.5469044308018106,0.5160245595065202,Stayed,Competitor,Competitor had better devices
0921-OHLVP,Male,-0.6871821796346748,No,-0.48683490444316896,Paradise,1.3373272176673396,1.417438120057907,-0.8762566678007568,-0.6504085499394767,-0.4232531431931766,Offer D,Yes,-1.0345512861893456,Yes,Yes,Fiber Optic,-0.5878687777378049,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6234709333518239,-0.21229859518848138,-0.24831296685183657,-0.2733003739486541,-0.5870296400621976,-0.3430920311921034,Stayed,Competitor,Competitor had better devices
0923-PNFUB,Female,0.5069073781579098,No,-0.48683490444316896,Westlake Village,-1.1445813440165635,-0.8370470788227917,0.4001401023718141,-0.6504085499394767,-1.1974892186324049,Offer E,Yes,1.5517311082115093,No,Yes,Fiber Optic,-1.2801606515389652,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6459050132425636,-0.8972099803282022,-0.24831296685183657,-0.2733003739486541,-0.7205519731441562,-0.9242750487824581,Churned,Attitude,Attitude of support person
0925-VYDLG,Female,-0.3886597901865286,No,-0.48683490444316896,Ludlow,-0.6183607136421769,-0.6054427395645244,1.7004851003803636,-0.6504085499394767,-1.1974892186324049,Offer B,Yes,-0.5595349495672974,Yes,Yes,Fiber Optic,-0.06864987238693467,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3734911859978694,-0.8995267773205565,-0.24831296685183657,-0.2733003739486541,-0.821508747812548,-0.9559399577998667,Churned,Attitude,Attitude of service provider
0930-EHUZA,Female,-0.8065911354139331,No,-0.48683490444316896,Calpine,1.4208115551371758,1.407738082784058,-0.32494284879663143,-0.6504085499394767,0.14723659660414945,Offer B,Yes,1.4413138942385213,No,Yes,Cable,-1.049396693605245,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.4087447401118885,0.14384826436953005,-0.24831296685183657,-0.2733003739486541,1.0231759903104678,0.414412034008857,Stayed,Competitor,Competitor had better devices
0932-YIXYU,Female,0.20838498870976369,No,-0.48683490444316896,Dos Palos,0.07213554852769367,0.3436038521259522,-0.4057046972505843,-0.6504085499394767,0.5954785350163342,Offer B,Yes,-1.2279666744239082,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,-1.3891865197030926,-0.5518748400678443,-0.24831296685183657,-0.2733003739486541,-0.3935143903380531,-0.5544950894435794,Stayed,Competitor,Competitor had better devices
0939-YAPAF,Female,-0.14984187862801168,No,-0.48683490444316896,Santa Ana,-0.42284578137410905,-0.9919892451805438,0.880931262114013,-0.6504085499394767,0.10648732947576901,Offer C,Yes,-1.106433633540888,Yes,Yes,Fiber Optic,-0.5301777882543749,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.174708324952852,0.5503909746945633,-0.24831296685183657,-0.2733003739486541,-0.4511567280450558,0.3003038764253998,Churned,Competitor,Competitor offered higher download speeds
0946-CLJTI,Male,1.2233611128334605,Yes,-0.48683490444316896,Palmdale,0.03497155313789565,-0.6416107910190683,0.696442035870411,-0.31718476167849363,1.043720473428519,Offer B,Yes,-1.6481449316231302,Yes,Yes,Fiber Optic,-1.222469662055535,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1250328623376433,1.558749284700209,-0.24831296685183657,-0.2733003739486541,-0.6669729477673194,1.0340871830634955,Churned,Competitor,Competitor had better devices
0947-MUGVO,Male,1.4621790243919774,Yes,-0.48683490444316896,Jolon,0.23802700620969067,-0.10801922209331664,-0.6652239055893079,-0.31718476167849363,-0.5047516774499374,Offer B,Yes,-1.485853858736658,No,Yes,Fiber Optic,-0.1263408618703647,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3222132891047507,-0.3604853437661163,-0.24831296685183657,-0.2733003739486541,-0.7579722448359154,-0.5108127331436599,Churned,Competitor,Competitor had better devices
0956-SYCWG,Female,0.8651342454956852,No,-0.48683490444316896,Agoura Hills,-1.1768978617468226,-0.8378304701489541,0.4627528974650798,-0.6504085499394767,-0.7899965473486005,Offer D,Yes,0.5713151747466582,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.408415731038012,-0.8982911522579676,-0.24831296685183657,-0.2733003739486541,-0.37610356948147067,-0.823346641689492,Stayed,Competitor,Competitor had better devices
0958-YHXGP,Female,-1.284226958530967,No,-0.48683490444316896,Oakland,0.611282785994184,0.6291021931098179,-1.132861202599865,-0.6504085499394767,-1.034492150118883,Offer B,Yes,0.41272937749686334,No,Yes,Fiber Optic,0.9120969488313757,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.20203071826150332,-0.7868642492923547,-0.24831296685183657,-0.2733003739486541,-0.6285959077652596,-0.8098248319966523,Stayed,Competitor,Competitor had better devices
0963-ZBDRN,Male,-0.09013740073838244,No,-0.48683490444316896,Claremont,-0.956068323923385,-0.8384125452966782,0.9464081336110759,-0.6504085499394767,-0.015760471909372287,Offer B,Yes,-0.015600486103048858,No,Yes,Fiber Optic,-0.01095888290350465,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.044911148442145,0.39849735092916155,-0.24831296685183657,-0.2733003739486541,0.06806135363255031,0.333591821453952,Churned,Attitude,Attitude of support person
0968-GSIKN,Female,-1.4036359143102255,No,-0.48683490444316896,Thousand Palms,-0.6517544486301113,-0.9511649976069483,1.5661464554192381,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,0.3838282275307795,No,Yes,Fiber Optic,0.046732106579925374,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.2308745352638824,-0.9750764240045681,-0.24831296685183657,-0.2733003739486541,-0.8486880549977557,-1.023727016665287,Churned,Competitor,Competitor made better offer
0970-ETWGE,Male,-0.508068745965787,No,-0.48683490444316896,Bodfish,-0.15138703243993215,-0.27279509642689914,0.6295637629692976,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,1.262719608550669,No,Yes,Cable,0.046732106579925374,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8317873894801194,-0.966802149031874,-0.24831296685183657,-0.2733003739486541,-0.8346790770222423,-1.0130429021919307,Churned,Competitor,Competitor had better devices
0970-QXPXW,Female,-1.1051135248620794,No,-0.48683490444316896,Monrovia,-1.3304013209655536,-0.828213470735428,0.8152181159184878,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,1.259755388041327,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.408415731038012,-0.9976486461300774,-0.24831296685183657,-0.2733003739486541,-0.834726324840035,-1.0374547599595405,Joined,Competitor,Competitor had better devices
0975-VOOVL,Female,-0.7468866575243039,No,-0.48683490444316896,Agoura Hills,-1.1768978617468226,-0.8378304701489541,0.4627528974650798,-0.6504085499394767,-1.1974892186324049,Offer B,No,2.6327566876300373e-16,No,Yes,DSL,-0.24172284083722473,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.1023507839572089,-0.9628525617782415,-0.24831296685183657,-0.2733003739486541,-0.884832635609114,-1.0247392326722369,Joined,Competitor,Competitor had better devices
0988-JRWWP,Female,0.20838498870976369,No,-0.48683490444316896,Wilseyville,0.9538378739349309,0.8892063412189131,-0.3060278754900366,-0.6504085499394767,-1.1974892186324049,Offer B,Yes,1.1826856547984361,No,Yes,DSL,-1.222469662055535,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.3011336450022259,-0.9443623153059278,-0.24831296685183657,-0.2733003739486541,-0.7381990330897018,-0.9667846306743254,Joined,Competitor,Competitor had better devices
0991-BRRFB,Male,-0.9260000911931916,No,-0.48683490444316896,Corona,-0.3248190109256563,-0.9863698098817529,1.0527725969841752,-0.6504085499394767,-0.5862502117066983,Offer B,Yes,-0.33795946649398645,No,Yes,DSL,-1.3378516410223953,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.4549673356815827,-0.6202755131754483,-0.24831296685183657,-0.2733003739486541,-0.4413173699897415,-0.6227219387120193,Churned,Other,Deceased
1000-AJSLD,Male,-1.284226958530967,No,-0.48683490444316896,San Diego,-0.7352387860999475,-1.336237884999298,1.185433645166808,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,-1.5792268047809297,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-1.3939938225368222,-0.9974500635307328,-0.24831296685183657,-0.2733003739486541,-0.8799779223309216,-1.0506694144502713,Churned,Competitor,Competitor made better offer
1009-IRMNA,Female,-1.1648180027517085,No,-0.48683490444316896,Port Hueneme,-0.23971884756930717,-0.8454999279408726,0.304377363631806,-0.6504085499394767,-1.034492150118883,Offer E,Yes,-0.6951480378696919,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.3971986910926424,-0.945597940368517,-0.24831296685183657,-0.2733003739486541,-0.7522080110652152,-0.9719015571094577,Churned,Attitude,Attitude of support person
1010-DIAUQ,Male,0.4472029002682806,No,-0.48683490444316896,San Diego,-0.7347001774711098,-1.3530005960906104,1.1822599514273109,-0.6504085499394767,-1.115990684375644,Offer E,Yes,-0.33795946649398645,No,Yes,Fiber Optic,-1.049396693605245,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.0545257541096047,-0.7889603989521038,-0.24831296685183657,-0.2733003739486541,-0.7616339507148439,-0.8507951474779512,Churned,Competitor,Competitor made better offer
1015-OWJKI,Male,-0.030432922848753225,No,-0.48683490444316896,Lawndale,-1.737589444366819,-0.9352472473772567,0.6521324065148274,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,-1.5117907881934003,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.4276449423729316,-0.9979134229292036,-0.24831296685183657,-0.2733003739486541,-0.8789030344761395,-1.0507182800506067,Joined,Competitor,Competitor had better devices
1016-DJTSV,Male,1.1636566349438313,No,-0.48683490444316896,Santee,-0.7621692175418302,-1.3570082867736808,1.280747508399128,-0.6504085499394767,-0.9937428829905026,Offer E,Yes,1.2175152457832041,No,Yes,Fiber Optic,-1.222469662055535,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.19562098114986334,-0.7535244373357128,-0.24831296685183657,-0.2733003739486541,-0.48936840068484133,-0.7423135147331252,Stayed,Competitor,Competitor had better devices
1022-RKXDR,Female,-0.508068745965787,No,-0.48683490444316896,South El Monte,-0.9442189340889567,-0.871385056848379,0.7904900423193988,-0.6504085499394767,0.3509829322460516,Offer B,Yes,0.5364855837618898,Yes,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,-1.2417625661353757,-0.5816842947028033,-0.24831296685183657,-0.2733003739486541,0.6968589367257022,-0.2558704249932471,Stayed,Competitor,Competitor had better devices
1023-BQXZE,Male,-0.9857045690828209,No,-0.48683490444316896,Stockton,0.9247530079776977,0.711547041590638,-0.7302129092905204,-0.6504085499394767,1.0029712063001386,Offer B,Yes,-0.05561746297916518,No,Yes,DSL,0.9120969488313757,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.34464736899548987,0.8989034365444359,-0.24831296685183657,-0.2733003739486541,0.7761525869361755,0.9386247424080582,Stayed,Competitor,Competitor had better devices
1024-VRZHF,Male,-0.4483642680761578,Yes,-0.48683490444316896,San Diego,-0.7373932206152981,-1.3660209325891541,1.1870643583607392,-0.31718476167849363,-0.8714950816053614,Offer D,Yes,-0.2846034973258314,Yes,Yes,Fiber Optic,0.21980507503021546,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-2.2625132011640234,-0.6419430812372763,-0.24831296685183657,-0.2733003739486541,-0.6044404609187799,-0.6880622271606404,Churned,Competitor,Competitor made better offer
1025-FALIX,Female,0.14868051082013445,No,-0.48683490444316896,Nicolaus,1.1703585427276673,1.0496970568971324,-0.8596594146698717,-0.6504085499394767,-0.2602560746796549,Offer B,Yes,0.8958973205196018,No,Yes,Fiber Optic,0.21980507503021546,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.17478933553703363,-0.20508342741229213,-0.24831296685183657,-0.2733003739486541,0.2671400339017764,-0.0849804398199306,Stayed,Competitor,Competitor had better devices
1028-FFNJK,Male,1.9398148475090113,Yes,-0.48683490444316896,Burbank,-1.067560310092779,-0.8038088461180597,0.6679901987524874,-0.31718476167849363,-0.09725900616613314,Offer C,Yes,1.6747462593492006,Yes,Yes,Fiber Optic,-0.1263408618703647,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.2147691819006012,0.28122329364951154,-0.24831296685183657,-0.2733003739486541,0.8167975221922811,0.4620839175361682,Stayed,Competitor,Competitor had better devices
1029-QFBEN,Male,-1.1648180027517085,No,-0.48683490444316896,San Diego,-0.7309299170692463,-1.310941312243246,1.2170081146945113,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,0.9648154473618022,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,-1.4116205995938318,-0.9976927755965984,-0.24831296685183657,-0.2733003739486541,-0.8394274827104012,-1.0388788431693183,Churned,Competitor,Competitor made better offer
1031-IIDEO,Female,0.2680894665993929,No,-0.48683490444316896,Sierra City,1.4213501637660133,1.3784868825629994,-0.4083394618645139,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,0.12075365732668102,No,Yes,Fiber Optic,-0.1840318513537947,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.23247696954179228,-0.9750543592713077,-0.24831296685183657,-0.2733003739486541,-0.8528812988268513,-1.0249486566736747,Churned,Dissatisfaction,Network reliability
1038-ZAGBI,Female,0.7457252897164267,Yes,-0.48683490444316896,Fresno,0.12114893375192007,0.2574364771262958,-0.033786968946723756,-0.31718476167849363,-0.8307458144769809,Offer B,Yes,0.9062720923022987,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,-1.403608428204282,-0.9049988311691649,-0.24831296685183657,-0.2733003739486541,-0.35116853364141276,-0.8212838152753288,Churned,Attitude,Attitude of support person
1041-RXHRA,Female,-1.284226958530967,No,-0.48683490444316896,Guatay,-0.8375744255791016,-1.3527105711735832,1.4829912231827977,-0.6504085499394767,0.3509829322460516,Offer B,Yes,1.1382223471583068,No,Yes,Fiber Optic,0.8544059593479457,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.2132477582068729,0.2593350782550783,-0.24831296685183657,-0.2733003739486541,1.0901025242137214,0.5255324091718002,Churned,Attitude,Attitude of support person
1043-YCUTE,Male,-1.6424538258687422,Yes,-0.48683490444316896,Hayward,0.5698099215736847,0.5840033185119239,-1.05876610703266,-0.31718476167849363,0.962221939171758,Offer B,Yes,-0.9056076940329707,Yes,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,-1.232147960467916,-0.42065587136754723,-0.24831296685183657,-0.2733003739486541,-0.011692962801400935,-0.33788086395632405,Churned,Dissatisfaction,Service dissatisfaction
1051-GEJLJ,Female,-1.6424538258687422,No,-0.48683490444316896,San Gregorio,0.31666386601998797,0.45946556597687876,-1.1998299933127698,-0.6504085499394767,-1.2382384857607853,Offer B,Yes,0.12964631885470695,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,-1.413223033871742,-0.9941624182749156,-0.24831296685183657,-0.2733003739486541,-0.8206464751378326,-1.0305367871120426,Joined,Competitor,Competitor had better devices
1057-FOGLZ,Female,-0.14984187862801168,No,-0.48683490444316896,Calimesa,-0.6280556689612546,-0.8970794012085088,1.252885661736502,-0.6504085499394767,-0.5862502117066983,Offer D,Yes,-0.5350801303652264,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.408415731038012,-0.8334649659385673,-0.24831296685183657,-0.2733003739486541,-0.4978730078875139,-0.8080551991845021,Stayed,Competitor,Competitor had better devices
1062-LHZOD,Male,0.14868051082013445,Yes,-0.48683490444316896,San Diego,-0.7352387860999475,-1.336237884999298,1.185433645166808,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,-1.5140139535754067,No,Yes,Fiber Optic,0.1044230960633554,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.20203071826150332,-0.9754735892032574,-0.24831296685183657,-0.2733003739486541,-0.8789384703394839,-1.0329800671288178,Churned,Competitor,Competitor made better offer
1066-JKSGK,Male,-1.04540904697245,No,-0.48683490444316896,Los Angeles,-1.864701080772505,-0.8632501819759228,0.6132951591242881,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,0.6046626554767549,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3923913882589125,-0.9974279987974722,-0.24831296685183657,-0.2733003739486541,-0.845168092572205,-1.0403657535795272,Churned,Competitor,Competitor made better offer
1069-XAIEM,Female,1.2830655907230897,No,-0.48683490444316896,Mendocino,1.0631754255889745,1.2589715028578903,-1.8507472914402054,-0.6504085499394767,-1.2789877528891658,Offer B,Yes,-0.6706932186676207,Yes,Yes,Fiber Optic,-1.1070876830886751,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6875683044682226,-0.9687879750253205,-0.24831296685183657,-0.2733003739486541,-0.8654964661774821,-1.0237200358652392,Churned,Competitor,Competitor had better devices
1073-XXCZD,Male,0.4472029002682806,Yes,-0.48683490444316896,Bakersfield,-0.09591034366965392,-0.25836433149107624,0.3859766178932889,-0.31718476167849363,0.9214726720433777,Offer B,Yes,-0.9789721516391839,Yes,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,-1.2145211834109064,-0.36924504287054166,-0.24831296685183657,-0.2733003739486541,-0.09160083464317835,-0.320830259839256,Stayed,Competitor,Competitor had better devices
1075-BGWOH,Male,1.342770068612719,Yes,-0.48683490444316896,Rosemead,-0.9242904148219636,-0.8637342319421903,0.7770107796592195,-0.31718476167849363,-0.6677487459634592,Offer B,Yes,-0.7603608890752149,Yes,Yes,Fiber Optic,-1.1070876830886751,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.126635296615553,-0.3057427405467726,-0.24831296685183657,-0.2733003739486541,-0.598321868514635,-0.42033807412246843,Churned,Attitude,Attitude of support person
1080-BWSYE,Male,1.7607014138401236,Yes,-0.48683490444316896,Irvine,-0.4675502975676342,-1.024934212466382,0.9397831581759166,-0.6504085499394767,1.2882160761988015,Offer B,Yes,0.2971247776325272,Yes,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,-1.2161236176888164,-0.23811433310328675,-0.24831296685183657,-0.2733003739486541,1.3399726086100197,0.2059129885773198,Stayed,Competitor,Competitor had better devices
1084-UQCHV,Male,-0.6871821796346748,No,-0.48683490444316896,Angelus Oaks,-0.6361347983938195,-0.8221375297362322,1.3426129513027498,-0.6504085499394767,-1.2789877528891658,Offer E,Yes,0.18893072904154584,No,Yes,Fiber Optic,-0.47248679877094485,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-2.2625132011640234,-0.975539783403039,-0.24831296685183657,-0.2733003739486541,-0.8517945990176208,-1.0250114838741062,Churned,Attitude,Attitude of support person
1086-LXKFY,Female,-0.030432922848753225,Yes,-0.48683490444316896,Westwood,1.4278134673120653,1.6502580525787485,-0.5855357376413408,-0.31718476167849363,-1.2789877528891658,Offer E,Yes,-0.6573542263755819,No,Yes,Fiber Optic,-0.4147958092875148,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.1763917698149435,-0.9758266249354257,-0.24831296685183657,-0.2733003739486541,-0.8652838509974153,-1.0292243967030317,Churned,Other,Don't know
1087-UDSIH,Female,-0.508068745965787,No,-0.48683490444316896,Concord,0.556883314481581,0.7357438690258318,-1.0595041753441687,-0.6504085499394767,-1.1974892186324049,Offer E,Yes,-0.8996792530142868,No,No,Fiber Optic,0.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-1.410018165315922,-0.9799527300551425,-0.24831296685183657,-0.2733003739486541,-0.8377738090876592,-1.0243587790696247,Churned,Attitude,Attitude of support person
1092-GANHU,Male,0.9248387233853144,No,-0.48683490444316896,Magalia,1.3292480882347748,1.5134752536166596,-0.8484013198528269,-0.6504085499394767,-0.6269994788350788,Offer B,Yes,0.38456928265811485,No,Yes,Fiber Optic,-1.1070876830886751,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.41835934577934863,-0.426657478814408,-0.24831296685183657,-0.2733003739486541,-0.27017396199040505,-0.4190082317133378,Churned,Competitor,Competitor offered more data
1095-JUDTC,Female,1.880110369619382,No,-0.48683490444316896,Woodbridge,0.9543764825637686,0.7988445416161437,-0.7214874564279445,-0.6504085499394767,0.5954785350163342,Offer B,Yes,-0.8300200710447507,Yes,Yes,Fiber Optic,-0.876323725154955,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0080551600502157,0.981513797871813,-0.24831296685183657,-0.2733003739486541,-0.09539247202103641,0.7464258650884367,Churned,Competitor,Competitor offered higher download speeds
